hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
14,THU,VIRGINIA BEACH BL,PHILLIP AV,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,5,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
18,MON,4600 PEMBROKE BL,EMERALD LAKES DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,328,4600 PEMBROKE BL,3800.0,4000.0,fuzzy
18,TUE,4000 BONNEY RD,100 PRESCOTT AV,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,322,4000 BONNEY RD,12000.0,13000.0,fuzzy
17,SAT,622 OCEANA BL,1100 BELLS RD,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,622 OCEANA BL,30000.0,34000.0,fuzzy
13,FRI,5200 FERRELL PW,PARKWAY MARKET PL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,5200 FERRELL PW,43000.0,47000.0,fuzzy
8,TUE,5000 PRINCESS ANNE RD,500 KEMPSHIRE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,5000 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
7,WED,INDIAN RIVER RD,MILITARY HW S,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,INDIAN RIVER RD,71000.0,78000.0,exact
13,THU,NORTHAMPTON BL,PLEASURE HOUSE RD,    5 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,NORTHAMPTON BL,30000.0,34000.0,fuzzy
14,WED,DIAMOND SPRINGS RD,BAYSIDE RD,  445 Feet From,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,DIAMOND SPRINGS RD,22000.0,23000.0,exact
11,WED,LITTLE NECK RD,KINGS GRANT RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,LITTLE NECK RD,16000.0,18000.0,exact
8,TUE,400 NEWTOWN RD,5700 VIRGINIA BEACH BL,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,3,NO,NO,na,400 NEWTOWN RD,39000.0,42000.0,fuzzy
11,WED,NORTHAMPTON BL,DIAMOND SPRINGS RD,   50 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,NORTHAMPTON BL,30000.0,34000.0,fuzzy
11,WED,5852 NORTHAMTPON BL,WESLEYAN DR,  500 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,5852 NORTHAMTPON BL,30000.0,34000.0,fuzzy
19,WED,1700 BLOCK OF S ROSEMONT ROAD,DAM NECK ROAD,00.13 Miles From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,1700 BLOCK OF S ROSEMONT ROAD,30000.0,32000.0,fuzzy
16,MON,2000 LANDSTOWN CENTRE WAY,2020 LANDSTOWN CENTRE WAY,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,2000 LANDSTOWN CENTRE WAY,2400.0,2600.0,median_fill
14,FRI,SHORE DR,REDTIDE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,SHORE DR,9600.0,10000.0,fuzzy
23,TUE,4500 PLEASANT VALLEY RD,4900 FOUNTAIN HALL DR,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4500 PLEASANT VALLEY RD,4100.0,4400.0,fuzzy
9,SAT,INDEPENDENCE BL S,EDWIN DR,00.13 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,INDEPENDENCE BL S,7900.0,8100.0,exact
22,FRI,4000 PLEASANT VALLEY RD,1301 SPINWEB AR,  100 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,4000 PLEASANT VALLEY RD,4100.0,4400.0,fuzzy
14,SAT,6300 INDIAN RIVER RD,800 CLINTON ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,6300 INDIAN RIVER RD,71000.0,78000.0,fuzzy
19,FRI,5000 LYNNHAVEN PW,4900 INDIAN RIVER RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,na,5000 LYNNHAVEN PW,46000.0,50000.0,fuzzy
18,SAT,3700 HOLLAND RD,700 CHIMNEY HILL PW,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,na,3700 HOLLAND RD,36000.0,38000.0,fuzzy
15,MON,2600 ARCHDALE DR,MEDFORD CT,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,2600 ARCHDALE DR,9400.0,10000.0,fuzzy
16,TUE,5100 INDIAN RIVER RD,YELLOW KNIFE TRL,   20 Feet From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,5100 INDIAN RIVER RD,71000.0,78000.0,fuzzy
19,TUE,2100 LYNNHAVEN PW,SALEM,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2100 LYNNHAVEN PW,46000.0,50000.0,fuzzy
15,WED,5500 INDIAN RIVER RD,1200 FENTON ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,2,NO,NO,na,5500 INDIAN RIVER RD,71000.0,78000.0,fuzzy
15,WED,5000 FERRELL PW,INDIAN RIVER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,3,NO,NO,na,5000 FERRELL PW,43000.0,47000.0,fuzzy
14,THU,4797 INDIAN RIVER RD,APRIL CT,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,4797 INDIAN RIVER RD,71000.0,78000.0,fuzzy
21,TUE,4700 WITCHDUCK RD,SULLIVAN BLVD,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,423,4700 WITCHDUCK RD,5100.0,5600.0,fuzzy
17,MON,3600 VIRGINIA BEACH,MALIBU DR,  300 Feet From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,3600 VIRGINIA BEACH,2400.0,2600.0,median_fill
15,FRI,1100 DIAMOND SPRING RD,PERENNIAL PL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1100 DIAMOND SPRING RD,39000.0,42000.0,fuzzy
18,THU,100 INDEPENDENCE BL,COLUMBUS ST,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,100 INDEPENDENCE BL,73000.0,77000.0,fuzzy
8,SUN,600 BIRDNECK RD S,600 BIRDNECK RD S,  400 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,600 BIRDNECK RD S,28000.0,48000.0,fuzzy
10,TUE,WOLFSNARE RD,HILLTOP RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,WOLFSNARE RD,4200.0,4500.0,exact
11,MON,1900 LASKIN RD,600 REGENCY DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,222,1900 LASKIN RD,3000.0,3200.0,fuzzy
15,TUE,100 ROSEMONT RD N,3600 VIRGINIA BEACH,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,321,100 ROSEMONT RD N,30000.0,32000.0,fuzzy
13,MON,600 ROSEMONT RD S,GOOD HOPE RD,  185 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,5,NO,NO,na,600 ROSEMONT RD S,30000.0,32000.0,fuzzy
16,MON,3736 SILINA DR,PRESIDENTIAL BLVD,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,129,3736 SILINA DR,6700.0,7200.0,fuzzy
17,SUN,4100 BLK PRINCESS ANNE ROAD,LYNHAVEN PARKWAY,,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,4100 BLK PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
18,SAT,FERRELL PW,PLEASANT VALLEY RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,FERRELL PW,43000.0,47000.0,exact
10,TUE,5000 LYNNHAVEN PW,INDIAN RIVER RD,   33 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,5000 LYNNHAVEN PW,46000.0,50000.0,fuzzy
16,SUN,700 ROSAER CIRCLE,5300 BALFOR,Yes,DUSK,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,700 ROSAER CIRCLE,2400.0,2600.0,median_fill
21,SUN,200 GRAYSON RD,200 GRAYSON RD,   50 Feet From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,200 GRAYSON RD,19000.0,20000.0,fuzzy
12,WED,200 LONDON BRIDGE RD,2300 POTTERS RD,  200 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,200 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
10,WED,3368 HUNGARIAN RD,BLACKWATER RD,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,3368 HUNGARIAN RD,39000.0,42000.0,fuzzy
12,TUE,LYNNHAVEN RD S,SABRE ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,,na,LYNNHAVEN RD S,14000.0,15000.0,exact
15,MON,400 LYNNHAVEN PARKWAY,2800 S LYNNHAVEN ROAD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,400 LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
5,WED,4100 PRINCESS ANNE,2000 LYNNHAVEN,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4100 PRINCESS ANNE,20000.0,22000.0,fuzzy
18,MON,2400 LONDON BRIDGE RD,2100 HUNTS NECK TRL,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,2400 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
18,SAT,SANDBRIDGE RD,UPTON DR,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,SANDBRIDGE RD,13000.0,14000.0,exact
17,WED,805 KINGS ARMS DRIVE,BOW CREEK BLVD, Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,805 KINGS ARMS DRIVE,1100.0,1100.0,fuzzy
8,MON,300 BLK S. INDEPENDENCE BLVD,4700 BLK BAXTER,  900 Feet From,DAYLIGHT,MIST,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,300 BLK S. INDEPENDENCE BLVD,7900.0,8100.0,fuzzy
7,MON,3200 BLK HOLLAND ROAD,1100 WARWICK AVE,  200 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,3200 BLK HOLLAND ROAD,36000.0,38000.0,fuzzy
14,MON,4800 OVERMANN AV,SULLIVAN BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,328,4800 OVERMANN AV,2400.0,2600.0,median_fill
17,MON,5100 VBB,WITCHDUCK RD N,  150 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,YES-WITH SCHOOL ACTIVITY,NO,321,5100 VBB,2400.0,2600.0,median_fill
15,TUE,N GREAT NECK RD,ADAM KEELING RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,N GREAT NECK RD,39000.0,42000.0,fuzzy
16,WED,3900 BLK PRINCESS ANNE ROAD,LYNNHAVEN PKWY,  700 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,3900 BLK PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
17,MON,400 S. WITCHDUCK RD,RURITAN COURT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,3,NO,NO,na,400 S. WITCHDUCK RD,5100.0,5600.0,fuzzy
20,SUN,5100 PRINCESS ANNE ROAD,500 KEMPSVILLE RD,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,5100 PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
18,MON,1000 BLK OCEANA BLVD,100 TOMCAT BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,1000 BLK OCEANA BLVD,30000.0,34000.0,fuzzy
20,SUN,PRINCESS ANNE RD,EDWIN DR,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,PRINCESS ANNE RD,20000.0,22000.0,exact
19,SAT,LYNNHAVEN PKWY,S. INDEPENDENCE BLVD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,LYNNHAVEN PKWY,46000.0,50000.0,exact
17,SAT,PRINCESS ANNE RD,BAXTER RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,PRINCESS ANNE RD,20000.0,22000.0,exact
13,TUE,CLUBHOUSE RD S,BOW CREEK BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,CLUBHOUSE RD S,19000.0,20000.0,fuzzy
11,WED,1200 LYNNHAVEN PWKY,3300 WEEPING WILLOW LN,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,1200 LYNNHAVEN PWKY,46000.0,50000.0,fuzzy
13,SUN,LYNNHAVEN MALL LOOP,BOWLING GREEN DRIVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,LYNNHAVEN MALL LOOP,46000.0,50000.0,fuzzy
22,FRI,5200 PRINCESS ANN ROAD,OAKMEARS CRES,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,5200 PRINCESS ANN ROAD,39000.0,42000.0,fuzzy
21,THU,200 INDEPENDENCE BLVD,VIRGINIA BEACH BLVD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,200 INDEPENDENCE BLVD,73000.0,77000.0,fuzzy
16,MON,3200 HOLLAND RD,3100 SHIPS CORNER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,3200 HOLLAND RD,36000.0,38000.0,fuzzy
13,THU,2073 KEMPSVILLE RD,CITY VIEW PARK,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,na,2073 KEMPSVILLE RD,39000.0,42000.0,fuzzy
20,SUN,5148 INDIAN RIIVER RD,1700 LACROSSE DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,REAR END,3,NO,NO,na,5148 INDIAN RIIVER RD,39000.0,42000.0,fuzzy
15,TUE,3600 VIRGINIA BEACH BL,MALIBU DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,322,3600 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
18,WED,3004 RED MAPLE LANE,GOLDEN MAPLE COURT,  100 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,BACKED INTO,2,NO,NO,na,3004 RED MAPLE LANE,1900.0,2000.0,fuzzy
17,FRI,300 FIRST COLONIAL RD,VIRGINIA BEACH BL,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,YES,na,300 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
17,MON,UPTON DR,NIMMO PARKWAY,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,YES-WITH SCHOOL ACTIVITY,NO,na,UPTON DR,9600.0,10000.0,fuzzy
13,TUE,ROSEMONT RD S,CELTIC DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,ROSEMONT RD S,30000.0,32000.0,fuzzy
12,TUE,1200 ROSEMONT RD S,1400 DAHLIA DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1200 ROSEMONT RD S,30000.0,32000.0,fuzzy
14,SAT,LONDON BRIDGE RD,ROYAL WALK DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,LONDON BRIDGE RD,33000.0,35000.0,exact
8,THU,4800 FERRELL PW,4700 PLEASANT VALLEY RD,   25 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,2,NO,NO,na,4800 FERRELL PW,43000.0,47000.0,fuzzy
7,THU,KEMPSVILLE RD,BEUFAIN BL,  250 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,YES,NO,na,KEMPSVILLE RD,15000.0,16000.0,fuzzy
11,TUE,1600 ROSEMONT RD S,3600 FACULTY BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,128,1600 ROSEMONT RD S,30000.0,32000.0,fuzzy
12,MON,NORTH LANDING RD,INDIAN RIVER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,1,NO,NO,na,NORTH LANDING RD,39000.0,42000.0,fuzzy
9,TUE,1141 WHITESTONE WY,ROARING SPRINGS DR,   25 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,HEAD ON,2,NO,NO,122,1141 WHITESTONE WY,2400.0,2600.0,median_fill
7,WED,LYNNHAVEN PW,BRIDLE CREEK BL,  200 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,LYNNHAVEN PW,46000.0,50000.0,exact
10,SAT,600 BAKER RD,600 NEWTOWN RD,   10 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,325,600 BAKER RD,5000.0,5400.0,fuzzy
10,TUE,3100 HOLLAND RD,SHIPPS CORNER RD,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,124,3100 HOLLAND RD,36000.0,38000.0,fuzzy
8,THU,RAINBOW DR,INDEPENDENCE BL S,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,RAINBOW DR,9600.0,10000.0,fuzzy
9,FRI,KEMPSVILLE RD,CANTERFORD LA,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,KEMPSVILLE RD,15000.0,16000.0,fuzzy
9,TUE,3500 CLUB HOUSE RD,400 DUPLIN ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,129,3500 CLUB HOUSE RD,39000.0,42000.0,fuzzy
11,THU,145 LONDON BRIDGE RD,264W,  150 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,127,145 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
10,WED,1400 HARPERS RD,REAR ENTRANCE TO THE NEX,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,1400 HARPERS RD,5100.0,5500.0,fuzzy
13,FRI,700 GREAT NECK RD N,500 PLANTATION RD W,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,222,700 GREAT NECK RD N,39000.0,42000.0,fuzzy
10,SUN,BIRDNECK RD N,VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,BIRDNECK RD N,3900.0,4200.0,fuzzy
6,MON,GREAT NEACK RD N,FIRST COLONIAL RD,Yes,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,GREAT NEACK RD N,39000.0,42000.0,fuzzy
0,SAT,1601 HEDGEROW DR,WESTBURY RD,   25 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,331,1601 HEDGEROW DR,9400.0,10000.0,fuzzy
17,SAT,WATERFRONT DR,1194 WOODFERN PL, Feet From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,WATERFRONT DR,5000.0,5400.0,fuzzy
21,SAT,1000 INDEPENDENCE BLVD,HONEYGROVE RD,  200 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1000 INDEPENDENCE BLVD,73000.0,77000.0,fuzzy
